id,name,description,thumbnail,price,quantity,sold,available,rating,rating_count,view,slug,category_id,store_id
31,Brother HL-2270DW Compact Laser Printer with Wireless Networking and Duplex,"The hl-2270dw is a compact, monochrome laser printer with built-in wireless and ethernet network interfaces for small office or home office printer sharing", https://images-na.ssl-images-amazon.com/images/I/31iX42SeTHL.jpg ,18,10,3,True,5,62,0,brother-hl-2270dw-compact-laser-printer ,8,2
32,"Bostitch QuietSharp Vertical Executive Electric Pencil Sharpener, Black (EPS9V-BLK)",Bostitch QuietSharp Executive EPS9V-BLK Vertical Electric Pencil Sharpener, https://images-na.ssl-images-amazon.com/images/I/41MGOvL7kIL.jpg ,20,10,3,True,5,81,0,bostitch-quietsharp-vertical-executive-electric-pencil-sharpener,18,7
33,"Wilson Jones Durable Hinge Poly Binder with Removable Ring, 1 Inch, Brown (W31922)",Durable binder is without compromising style Made of foam polypropylene 1 Inch capacity ring (175 sheets) is removable; separate ring from binder to recycle separately 1 inside pocket and business card holder Brown, https://images-na.ssl-images-amazon.com/images/I/41xSn89msoL.jpg ,12,10,3,True,5,0,0,wilson-jones-durable-hinge-poly-binder,19,0
34,"Bostitch Antimicrobial QuietSharp Glow  Extra Heavy Duty Classroom Electric Pencil Sharpener with Replaceable Cutter Cartridge System, Silver/Black (EPS11HC)","The QuietSharp Glow provides the ultimate blend of performance, safety, and style for the classroom or studion", https://images-na.ssl-images-amazon.com/images/I/51qh6IGmY3L.jpg ,41,10,3,True,5,63,0,electric-pencil-sharpener,6,7
35,"GP Copy &amp; Print Paper, 8.5 x 11 Inches Letter Size, 92 Bright White, 20 Lb, Ream of 500 Sheets (998067R)","For simple documents and projects, choose GP Copy and Print Paper",https://m.media-amazon.com/images/I/51hpC3HXjHL._AC_.jpg,14,10,3,True,5,68,0,gp-copy&amp-print-paper,14,8
36,"Avery Easy Peel, Print-To-The-Edge, Permanent White Square Labels, True Block, 1.5&quot; x 1.5&quot;, Pack of 600 (22805)",Never has a label packed so much punch, https://images-na.ssl-images-amazon.com/images/I/51eXI2Hep6L.jpg ,10,10,3,True,5,50,0,avery-easy-peel-print-to-the-edge,3,9
37,"Avery Two-Side Printable Clean Edge Rounded Corner Business Cards for Inkjet Printers, White, Pack of 160 (88220)",A successful business needs to stand out from the crowd, https://images-na.ssl-images-amazon.com/images/I/51wV3J2hQQL.jpg ,15,10,3,True,5,55,0,avery-two-side-printable,19,0
38,AmazonBasics 12-Sheet Cross-Cut Paper Shredder and Shredder Sharpening &amp; Lubricant Sheets (Pack of 24) Bundle,Take the machine out of laminating with these Self-Laminating Business Cards,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRPIU2_M0ZGvfuMxo195xIxCRHdeQ7tdti8Cj9bJ_iDFSff1k5_oTzSPbDKaZvF3XeZM04&usqp=CAU,121,10,3,True,5,20,0,amazonbasics-cross-cut-paper-shredder-lubricant-bundle,11,6
39,"Avery Durable Self- Laminating Business Cards Pack of 20, White (75361)",Take the machine out of laminating with these Self-Laminating Business Cards,https://images-na.ssl-images-amazon.com/images/I/41vobrnXEjL.jpg ,30,10,3,True,5,32,0,avery-durable-self-laminating-business-cards,11,5
40,"Smead MO File Folder Starter Kit, Letter Size, Assorted Colors, 9 per Pack (11803)",MO file kits provide guidance for documents organization, https://images-na.ssl-images-amazon.com/images/I/41nfpj1bG4L.jpg ,4,10,3,True,5,17,0,smead-mo-file-folder-starter-kit,4,4
41,"Smead SuperTab Lockit Two-Pocket Folder, Extra Wide 1/3-Cut Tab First Position, Letter Size, Blue, 5 per Pack (87964)","The SuperTab Lockit two-pocket folder has a built-in tab, making it easy to label and file", https://images-na.ssl-images-amazon.com/images/I/51Ji34KSs6L.jpg ,10,10,3,True,5,2,0,smead-super-tab-lockit-two-pocket-folder,14,2
42,"Smead MO File Case, Holds up to 350 Sheets, Full-Height Sides, Letter Size, Navy (92020)","Instant organization for the desktop, drawer or shelf", https://images-na.ssl-images-amazon.com/images/I/41RQxvXGL8L.jpg ,10,10,3,True,5,38,0,smead-mo-file-case,7,4
43,"Avery Blank Printable Tickets, Tear-Away Stubs, Perforated Raffle Tickets, Pack of 200 (16154)",Create a buzz for your event or fundraiser by printing professional tickets from your own computer or tablet, https://images-na.ssl-images-amazon.com/images/I/31Jpxmb8mBL.jpg,7,10,3,True,5,72,0,avery-blank-printable-tickets,20,0
44,"Fellowes Recyclable Binding Covers Ultra Clear, 7 Mil, Letter, 100 Pack (5242401)",Transparent cover to highlight your title page, https://images-na.ssl-images-amazon.com/images/I/41gYLyVOC0L.jpg ,22,10,3,True,5,48,0,fellowes-recyclable-binding-covers-ultra-clear,1,5
45,"Smead Erasable SuperTab File Folder, Oversized Erasable 1/3-Cut Tab, Letter Size, Manila, 24 per Pack (10380)",Find critical files fast with SuperTab folders, https://images-na.ssl-images-amazon.com/images/I/31ZVi3y3iCL.jpg,19,10,3,True,5,42,0,smead-erasable-supertab-file-folder,8,0
46,"Smead Erasable FasTab Hanging File Folder, 1/3-Cut Built-In Tab, Letter Size, Moss, 20 per Box (64032)","If its worth hanging on to, it deserves a Smead hanging file", https://images-na.ssl-images-amazon.com/images/I/51TBSdcXsZL.jpg,13,10,3,True,5,19,0,smead-erasable-fastab-hanging-file-folder,14,6
47,"Smead Organized Up Heavyweight Vertical File Folders, Dual Tabs, Letter Size, Earth Tones, 6 per Pack (75405)",Organized Up heavyweight vertical file folders let you file and organize your documents upright like you print and read them, https://images-na.ssl-images-amazon.com/images/I/41r1FN5okoL.jpg,6,10,3,True,5,6,0,smead-organized-up-heavyweight-vertical-file-folders,4,9
48,"Canon Office and Business MX922 All-In-One Printer, Wireless and mobile printing","The Canon PIXMA MX922 Energy Star Wireless Inkjet Office All-in-One Printer prints in black and white at 15 ipm, in color at 10 ipm, and can output a borderless 4.0 x 6.0-inch photo in 21 seconds", https://images-na.ssl-images-amazon.com/images/I/41Z%2BBgsSg3L.jpg,0,10,3,True,5,35,0,canon-office-and-business-mx922-all-in-one-printer,6,4
49,"Avery Matte White Flyers with Tear-Away Cards, 2.1 x 3.3 Inches, Pack of 120 Cards (16151)","Easily brand, merchandise and promote your business with a little help from Avery", https://images-na.ssl-images-amazon.com/images/I/51C%2B4PvMKwL.jpg,15,10,3,True,5,35,0,avery-matte-white-flyers-with-tear-away-cards,4,7
50,RFID Blocking Sleeves 10 Credit Card and 2 Passport Protectors,Rather Secure Than Sorry Technology can be captivating, https://images-na.ssl-images-amazon.com/images/I/51p5LVLFwiL.jpg,8,10,3,True,5,82,0,rfid-blocking-sleeves,10,4
51,"Wilson Jones Heavy Duty Round Ring View Binder with Extra Durable Hinge, 1 Inch, Customizable, White (W363-14WA)","When you are looking for a binder that will last, Heavy Duty is the easy choice", https://images-na.ssl-images-amazon.com/images/I/51NMn3rkpSL.jpg,10,10,3,True,5,96,0,wilson-jones-heavy-duty-round-ring-view-binder-1-inch,2,6
52,"Wilson Jones Heavy Duty Round Ring Binder with Extra Durable Hinge, 1.5-Inch, Bright Pink (W364-34-212)","Features our strongest binder covers and extra durable hinge for years of reliable use, 1 1/2 inch round ring binder holds 350 sheets, Custom formulated, PVC Free polypro material lasts up to 10X longer than vinyl, Never-gap rings close tightly to keep papers secure, Two interior pockets provide additional storage", https://images-na.ssl-images-amazon.com/images/I/51p4CFeea2L.jpg,30,10,3,True,5,15,0,wilson-jones-heavy-duty-round-ring-binder-1.5-inch,16,7
53,"Wilson Jones Heavy Duty Round Ring View Binder with Extra Durable Hinge, 1 Inch, Customizable, Purple (W363-14-267)","When you are looking for a binder that will last, Heavy Duty is the easy choice", https://images-na.ssl-images-amazon.com/images/I/51sZg3GJvbL.jpg,30,10,3,True,5,28,0,wilson-jones-heavy-duty-round-ring-view-binder1-inch,17,9
54,"The Packaging Wholesalers 3 Cubic Feet 18-1/8 x 18 x 16 Inches Medium Moving Box with 32 ECT Room Locator Check-Off Box (BS181816MMB),20 Pack",Deluxe Moving Boxesare printed with This Side Up Arrows and feature convenient check boxes for In-House room destinations.   Enjoy this product and more from the Packaging Wholesalers,https://www.progressivepp.com/wp-content/uploads/2019/09/35847594_s.jpg,107,10,3,True,5,59,0,the packaging-wholesalers ,4,1
55,Scotch Expressions Magic Tape/ 3/4 x 300 Inches/Tribal/ Blue/Green/ 3-Rolls/Pack (C214-3PK-4),"Scotch Expressions Magic Tape comes in a variety of colors and designs so you can decorate and personalize your projects. It features a unique adhesive that holds paper securely. Available in 3/4"" width.",https://images-na.ssl-images-amazon.com/images/I/41ygmsmh%2B6L.jpg,10,10,3,True,5,42,0,scotch-expressions-magic-tape,17,9
56,"Mead Spiral Notebooks, 1 Subject, Wide Ruled Paper, 70 Sheets, 10-1/2&quot; x 7-1/2&quot;, Color Selected For You, 4 Pack (72873)","Stay Organized Mead notebooks are a school supply essential. There is no easier way to keep your class notes organized, as the pages never slip out", https://images-na.ssl-images-amazon.com/images/I/41uN2T-1pfL.jpg,8,10,3,True,5,74,0,mead-spiral-notebooks,13,8
57,"Quartet Push Pins, 1-Inch, Assorted Colors, 30 Pack (27954)",Push pins allow you to secure items to any tackable surface quickly and easily, https://images-na.ssl-images-amazon.com/images/I/517rh72wk3L.jpg,5,10,3,True,5,28,0,quartet-push-pins,4,5
58,"BasicTalk HT701 Home Phone Service, Includes 1 Free Month","Single FXS telephone port (supporting 5 REN) single 10/100M Ethernet port- LEDs for power, internet, LINK/ACT, and phone status- Strong security protection of voice/data privacy using TLS/ SRTP/ HTTPS, secure and automated provisioning using TR069 and H", https://images-na.ssl-images-amazon.com/images/I/21Rm9ekO4JL.jpg,6,10,3,True,5,22,0,basictalk-ht701-home-phone-service,9,3
59,Epson XP-310 Wireless Color Photo Printer with Scanner and Copier (Discontinued by Manufacturer),"Ideal for any project, the affordable Expression Home XP-310 offers incredible wireless capabilities in a sleek, space-saving design",https://images-na.ssl-images-amazon.com/images/I/51NMn3rkpSL.jpg,16,10,3,True,5,67,0,epson-xp-310-wireless-color-photo-printer-with-scanner-and-copier,6,4
60,"Wilson Jones Ultra Duty Round Ring View Binder with Extra Durable Hinge, 1 Inch, Customizable, White (W87902PP2)","Wilson Jones Ultra Duty Views Binders keep your papers secure, but have convenient round rings that are easy to open", https://images-na.ssl-images-amazon.com/images/I/51iBwFFCmhL.jpg,7,10,3,True,5,63,0,wilson-jones-ultra-duty-round-ring-view-binder-1-inch,18,4
61,"Wilson Jones Ultra Duty Round Ring View Binder with Extra Durable Hinge, 1.5 Inch, Customizable, White (W87905PP2)","Wilson Jones Ultra Duty Views Binders keep your papers secure, but have convenient round rings that are easy to open", https://images-na.ssl-images-amazon.com/images/I/51iBwFFCmhL.jpg,8,10,3,True,5,32,0,wilson-jones-ultra-duty-round-ring-view-binder-1.5-inch,16,7
62,"Wilson Jones Ultra Duty Round Ring View Binder with Extra Durable Hinge, 2 Inch, Customizable, White (W87908PP3)","Wilson Jones Ultra Duty Views Binders keep your papers secure, but have convenient round rings that are easy to open", https://images-na.ssl-images-amazon.com/images/I/51iBwFFCmhL.jpg,8,10,3,True,5,32,0,wilson-jones-ultra-duty-round-ring-view-binder-2-inch,3,4
63,"Wilson Jones 2 Inch 3 Ring Binder, Heavy Duty D-Ring View Binder, Extra Durable Hinge, White (W385-44WPP2)","Wilson Jones Heavy Duty Binders are made from polypropylene, a neutral plastic that is extremely durable", https://images-na.ssl-images-amazon.com/images/I/51YaoHLWVyL.jpg,16,10,3,True,5,95,0,wilson-jones-2-inch-3-ring-binder-and-heavy-duty-d-ring-view-binder,19,2
64,"Wilson Jones 1-1/2 Inch 3 Ring Binder, Heavy Duty D-Ring View Binder, Extra Durable Hinge, White (W385-34WPP1)","Wilson Jones Heavy Duty Binders are made from polypropylene, a neutral plastic that is extremely durable.", https://images-na.ssl-images-amazon.com/images/I/51ADCpIxscL.jpg,9,10,3,True,5,34,0,wilson-jones-1-1/2-inch-3-ring-binder-and-heavy-duty-d-ring-view-binder,14,2
65,"Avery Adhesive Round Display Cards, Matte White, 3.75-Inch Diameter, Pack of 40 Cards (16153)","Tired of tent cards falling down or flying away from your displays? Then round out your marketing plan with these unique, customizable adhesive cards that give you a professionally printed look while staying put", https://images-na.ssl-images-amazon.com/images/I/51ae0JtYbqL.jpg,9,10,3,True,5,95,0,avery-adhesive-round-display-cards,1,2
66,"Avery No-Iron Kids Clothing Labels, Washer &amp; Dryer Safe, Writable Fabric Labels, 45 Assorted Shapes &amp; Sizes (40700) -Package may vary",Make sure clothing always gets returned to its rightful owner with these no-iron kids clothing labels, https://images-na.ssl-images-amazon.com/images/I/41mM3XxeNsL.jpg,9,10,3,True,5,72,0,avery-no-iron-kids-clothing-labels,3,7
67,"Avery Textured Scroll Oval Label, White, 2.5-Inch x 1.5-Inch, Pack of 45 (80501)","Premium Products You Can Personalize for any Celebration or EventPersonal Celebrations, Add a special touch to all your celebrations with our new collection of versatile, do-it-yourself products.", https://images-na.ssl-images-amazon.com/images/I/51%2BkOBiQX1L.jpg,7,10,3,True,5,62,0,avery-textured-scroll-oval-label,4,7
68,"Avery Textured White Menu Cards, 8.5 x 3.66 Inches, Pack of 75 (16110)","Premium Products You Can Personalize for any Celebration or Event Personal Celebrations, Add a special touch to all your celebrations with our new collection of versatile, do-it-yourself products", https://images-na.ssl-images-amazon.com/images/I/51vL96XND%2BL.jpg,7,10,3,True,5,95,0,avery-textured-white-menu-cards,16,0
69,"Avery 3.25 x 2.25 Inches Printable Self-Laminating ID Labels, Pack of 10, White (00761)","These self-laminating labels are designed to withstand wear and tear, sun and moisture and other harsh conditions, making them ideal for identifying items in warehouses, storage rooms, worksites, hospitals and classrooms", https://images-na.ssl-images-amazon.com/images/I/31GsC9tXk3L.jpg ,5,10,3,True,5,62,0,avery-3.25x2.25-inches-printable-self-laminating-id-labels,20,4
70,"BIC Kids Mechanical Pencil, 1.3mm, Pink Barrel, 1-Count","IntroducingBIC Kids! The BIC Kids products were designed with a Guiding Line to direct finger placement, a Grip for easier holding and a place to personalize", https://images-na.ssl-images-amazon.com/images/I/319v3vSO4QL.jpg,5,10,3,True,5,94,0,bic-kids-mechanical-pencil,17,3
71,"Five Star Locker Accessories, Locker Storage Pocket with Dry Erase Surface, Magnetic, White with Red Pocket (72616)","Large pocket stores pens, markers, your cell phone, and other small items; Lasts All Year. Guaranteed!* Built Strong To Last Long", https://images-na.ssl-images-amazon.com/images/I/41cYDWdhkmL.jpg,8,10,3,True,5,61,0,five-star-locker-accessories,14,5
72,"Five Star Spiral Notebook, 1 Subject, College Ruled Paper, 100 Sheets, 11&quot; x 8-1/2&quot; Sheet Size, Orange (72448)","One-subject plastic cover notebook has 100 college-ruled, 11 x 8.5 inch,3-hole punched sheets", https://images-na.ssl-images-amazon.com/images/I/41oV0r8QU5L.jpg ,8,10,3,True,5,57,0,five-star-spiral-notebook,2,5
73,"Avery 0.625 x 3.5 Inches Durable Labels for Kids Gear, Assorted, Pack of 35 (41440)",Help keep track of your kids gear with these brightly colored Durable Labels,https://i5.walmartimages.com/asr/5e9f3662-cab5-4c44-a3d3-1c30e74a73fe.2d2290b90f30388a4218e5da2c3fed50.png?odnHeight=612&odnWidth=612&odnBg=FFFFFF,10,10,3,True,5,81,0,avery-0.625x3.5-inches-durable-labels,14,0
74,"Post-it Notebook Kit, 2 in x 2 in Full Adhesive Notes, 25-Sheet Pad, 1/2-Inch Arrow Flags, 5-Colors, 100-Flags (ED-FLIPOUTM)",Post-it Notebook Kit helps you stay organized and productive, https://images-na.ssl-images-amazon.com/images/I/31LDwrdXLtL.jpg,12,10,3,True,5,33,0,post-it-notebook-kit,9,0
75,"Fellowes I-Spire Series Pencil &amp; Phone Station Smartphone Stand, White/Gray (9381301)",Fellowes I-Spire Series Pencil & Phone Station Smartphone Stand, https://images-na.ssl-images-amazon.com/images/I/41WdfNDMUTL.jpg,19,10,3,True,5,58,0,fellowes-i-spire-series-pencil&amp-and-phone-station-smartphone-stand,20,9
76,"Avery Self-Laminating ID Labels, Handwrite, 0.66 x 3.375 Inches, Assorted Colors, Pack of 24 (00748)","These self-laminating labels are designed to withstand wear and tear, sun and moisture and other harsh conditions, making them ideal for identifying items in warehouses, storage rooms, worksites, hospitals and classrooms",https://m.media-amazon.com/images/I/51m56yN0UzL._AC_.jpg,8,10,3,True,5,95,0,avery-self-laminating-id-labels,13,0
77,"Mead Academie 2-In-1 Pencil Sharpener and Eraser, 2.25 H x 1.25 W Inches, White (98032)",The Mead Academie 2-in 1 Sharpener and Eraser has a precision blade and an art eraser in one, https://images-na.ssl-images-amazon.com/images/I/31fvOslgv5L.jpg ,3,10,3,True,5,59,0,mead-academie-2-in-1-pencil-sharpener-and-eraser,9,7
78,"AVERY Thermal Printer File Folder Labels, 1/3 Cut, White, 130/Roll, 2 Rolls (4155)","Durable thermal labels are scratch-resistant, smudge-free and resist water, dirt, dust and grease", https://images-na.ssl-images-amazon.com/images/I/41IwgmKmk0L.jpg,10,10,3,True,5,13,0,avery-thermal-printer-file-folder-labels,1,3
79,"VELCRO Brand - Holiday ONE-WRAP Shapes - 12&quot; x 1/2&quot; Ties, 3ct - Bow",VELCRO Brand Holiday Ties add that extra festive touch to your decorating and gift wrapping, https://images-na.ssl-images-amazon.com/images/I/51JyOXDGJyL.jpg,13,10,3,True,5,96,0,velcro-brand-holiday-one-wrap-shapes,12,4
80,"Avery Ready Index Table of Contents Quarterly Dividers, 5-Tabs per Set, Quarter 1-4 and Annual (13153)",Get your quarterly and annual reports together fast with Ready Index(R) Table of Contents Quarterly Dividers, https://images-na.ssl-images-amazon.com/images/I/41PJaoWS9zL.jpg,5,10,3,True,5,57,0,avery-ready-index-table-of-contents-quarterly-dividers,18,5
